Date,Open,High,Low,Close,Adj Close,Volume
2020-06-19,1.060000,1.075000,1.055000,1.065000,1.065000,593449
2020-06-22,1.080000,1.080000,1.055000,1.055000,1.055000,221481
2020-06-23,1.100000,1.175000,1.100000,1.160000,1.160000,1330529
2020-06-24,1.165000,1.445000,1.165000,1.420000,1.420000,1206494
2020-06-25,1.480000,1.590000,1.440000,1.580000,1.580000,1460389
2020-06-26,1.670000,1.675000,1.475000,1.595000,1.595000,636075
2020-06-29,1.555000,1.710000,1.530000,1.680000,1.680000,1460091
2020-06-30,1.690000,1.850000,1.620000,1.850000,1.850000,1167280
2020-07-01,1.870000,1.870000,1.720000,1.720000,1.720000,1042461
2020-07-02,1.765000,1.805000,1.720000,1.740000,1.740000,688317
2020-07-03,1.780000,1.780000,1.720000,1.775000,1.775000,384495
2020-07-06,1.780000,1.890000,1.770000,1.840000,1.840000,425176
2020-07-07,1.860000,1.875000,1.770000,1.840000,1.840000,322970
2020-07-08,1.835000,1.955000,1.820000,1.955000,1.955000,412283
2020-07-09,1.990000,2.180000,1.990000,2.020000,2.020000,621252
2020-07-10,2.020000,2.050000,1.950000,1.950000,1.950000,243060
2020-07-13,2.010000,2.095000,1.995000,2.080000,2.080000,393894
2020-07-14,2.080000,2.250000,2.010000,2.190000,2.190000,1517719
2020-07-15,2.200000,2.230000,2.160000,2.190000,2.190000,823626
2020-07-16,2.200000,2.250000,2.080000,2.140000,2.140000,1044379
2020-07-17,2.150000,2.240000,2.050000,2.140000,2.140000,347058
2020-07-20,2.140000,2.140000,2.010000,2.030000,2.030000,385380
2020-07-21,2.050000,2.090000,2.010000,2.010000,2.010000,431358
2020-07-22,2.020000,2.400000,2.020000,2.370000,2.370000,778281
2020-07-23,2.330000,2.330000,2.130000,2.160000,2.160000,773263
2020-07-24,2.200000,2.300000,2.190000,2.200000,2.200000,927651
2020-07-27,2.270000,2.360000,2.200000,2.340000,2.340000,480562
2020-07-28,2.380000,2.540000,2.250000,2.380000,2.380000,590329
2020-07-29,2.410000,2.410000,2.300000,2.400000,2.400000,258887
2020-07-30,3.200000,3.470000,2.950000,3.450000,3.450000,5216078
2020-07-31,3.300000,3.360000,3.130000,3.350000,3.350000,1778833
2020-08-03,3.400000,3.520000,3.300000,3.370000,3.370000,1577024
2020-08-04,3.400000,3.400000,3.150000,3.210000,3.210000,631212
2020-08-05,3.250000,3.360000,3.200000,3.290000,3.290000,440161
2020-08-06,3.300000,3.360000,3.240000,3.320000,3.320000,465638
2020-08-07,3.250000,3.300000,3.230000,3.250000,3.250000,413247
2020-08-10,3.300000,3.340000,3.240000,3.250000,3.250000,481786
2020-08-11,3.250000,3.270000,3.040000,3.180000,3.180000,1104108
2020-08-12,3.200000,3.200000,3.060000,3.100000,3.100000,751137
2020-08-13,3.100000,3.170000,3.040000,3.080000,3.080000,404774
2020-08-14,3.080000,3.310000,3.080000,3.250000,3.250000,390174
2020-08-17,3.280000,3.290000,3.220000,3.250000,3.250000,232147
2020-08-18,3.290000,3.300000,3.200000,3.260000,3.260000,498858
2020-08-19,3.220000,3.250000,3.020000,3.150000,3.150000,385011
2020-08-20,3.050000,3.140000,3.040000,3.080000,3.080000,423386
2020-08-21,3.100000,3.260000,3.080000,3.260000,3.260000,421185
2020-08-24,3.300000,3.800000,3.270000,3.610000,3.610000,1349887
2020-08-25,3.610000,3.650000,3.320000,3.350000,3.350000,831231
2020-08-26,3.440000,3.550000,3.380000,3.500000,3.500000,756947
2020-08-27,3.540000,3.550000,3.320000,3.400000,3.400000,856797
2020-08-28,3.610000,3.800000,3.450000,3.550000,3.550000,1679130
2020-08-31,3.490000,3.580000,3.450000,3.480000,3.480000,441963
2020-09-01,3.480000,3.480000,3.310000,3.390000,3.390000,6040021
2020-09-02,3.480000,3.480000,3.250000,3.250000,3.250000,1627528
2020-09-03,3.320000,3.320000,3.080000,3.100000,3.100000,814618
2020-09-04,2.850000,3.060000,2.800000,2.950000,2.950000,3328999
2020-09-07,2.910000,2.940000,2.850000,2.920000,2.920000,389418
2020-09-08,2.950000,3.070000,2.870000,2.900000,2.900000,627113
2020-09-09,2.850000,2.860000,2.700000,2.750000,2.750000,1243673
2020-09-10,2.760000,2.850000,2.575000,2.580000,2.580000,1481829
2020-09-11,2.510000,2.570000,2.420000,2.490000,2.490000,1983101
2020-09-14,2.520000,2.570000,2.440000,2.550000,2.550000,613262
2020-09-15,2.540000,2.790000,2.540000,2.640000,2.640000,737281
2020-09-16,2.680000,2.870000,2.680000,2.750000,2.750000,803548
2020-09-17,2.850000,2.900000,2.770000,2.800000,2.800000,771230
2020-09-18,2.820000,2.890000,2.790000,2.880000,2.880000,820846
2020-09-21,2.810000,2.810000,2.630000,2.730000,2.730000,419031
2020-09-22,2.800000,2.920000,2.720000,2.870000,2.870000,6835299
2020-09-23,2.880000,3.000000,2.840000,2.850000,2.850000,485709
2020-09-24,2.850000,2.870000,2.720000,2.750000,2.750000,212692
2020-09-25,2.750000,2.790000,2.690000,2.730000,2.730000,303876
2020-09-28,2.720000,2.800000,2.720000,2.750000,2.750000,146103
2020-09-29,2.750000,2.820000,2.690000,2.800000,2.800000,415006
2020-09-30,2.740000,2.890000,2.710000,2.780000,2.780000,354621
2020-10-01,2.800000,2.850000,2.760000,2.780000,2.780000,212611
